GOB_id,timepoint,radius micron,area (micron)
Anaerobe_ancestor,0,21.813862,1494.90983
Anaerobe_ancestor,0,12.8648837,519.950022
Anaerobe_ancestor,0,15.5821613,762.790475
Anaerobe_ancestor,0,14.1624274,630.122901
Anaerobe_ancestor,0,21.1563623,1406.15069
Anaerobe_ancestor,0,17.2462756,934.416534
Anaerobe_ancestor,0,13.9005912,607.038751
Anaerobe_ancestor,0,13.7260338,591.888631
Anaerobe_ancestor,0,14.5057237,661.041421
Anaerobe_ancestor,0,14.4999051,660.51121
Anaerobe_ancestor,0,15.0061217,707.435421
Anaerobe_ancestor,0,14.9421173,701.413556
Anaerobe_ancestor,0,13.0743526,537.019754
Anaerobe_ancestor,0,17.0542624,913.725516
Anaerobe_ancestor,0,19.6900798,1217.99309
Anaerobe_ancestor,0,15.5472498,759.376273
Anaerobe_ancestor,0,16.7284218,879.143591
Anaerobe_ancestor,0,16.1931123,823.778644
